185,Royal Bank of Scotland,United Kingdom,$22.2 B,$2.8 B,$884.2 B,$41.3 B,https://www.forbes.com/companies/royal-bank-of-scotland/?list=global2000,Major Banks
186,Orange,France,$48.8 B,$2.3 B,$112.3 B,$43.6 B,https://www.forbes.com/companies/orange/?list=global2000,Telecommunications services
187,Barclays,United Kingdom,$28.2 B,$2.1 B,$1,443.3 B,$38 B,https://www.forbes.com/companies/barclays/?list=global2000,Major Banks
188,Union Pacific,United States,$22.8 B,$6 B,$59.6 B,$125.6 B,https://www.forbes.com/companies/union-pacific/?list=global2000,Railroads
189,América Móvil,Mexico,$53.1 B,$2.5 B,$72.6 B,$52.4 B,https://www.forbes.com/companies/america-movil/?list=global2000,Telecommunications services
190,Canadian Imperial Bank,Canada,$20.2 B,$3.9 B,$468 B,$36.8 B,https://www.forbes.com/companies/canadian-imperial-bank/?list=global2000,Major Banks
191,Credit Suisse Group,Switzerland,$34.1 B,$2.1 B,$780 B,$34.4 B,https://www.forbes.com/companies/credit-suisse-group/?list=global2000,Major Banks
191,Synchrony Financial,United States,undefined,$3.3 B,$105.4 B,$23.1 B,https://www.forbes.com/companies/synchrony-financial/?list=global2000,Consumer Financial Services
193,NextEra Energy,United States,$16.3 B,$6.7 B,$103.7 B,$90.7 B,https://www.forbes.com/companies/nextera-energy/?list=global2000,Electric Utilities
194,Deere &amp; Company,United States,$38.4 B,$3.4 B,$69.9 B,$53.8 B,https://www.forbes.com/companies/john-deere/?list=global2000,Heavy Equipment
195,ArcelorMittal,Luxembourg,$76 B,$5.1 B,$91.2 B,$24 B,https://www.forbes.com/companies/arcelormittal/?list=global2000,Iron & Steel
196,Mitsui,Japan,$56.6 B,$3.5 B,$107.8 B,$27.7 B,https://www.forbes.com/companies/mitsui/?list=global2000,Trading Companies
197,Abbott Laboratories,United States,$30.7 B,$2.6 B,$67.2 B,$129.8 B,https://www.forbes.com/companies/abbott-laboratories/?list=global2000,Precision Healthcare Equipment
198,China Railway Group,China,$110.5 B,$2.6 B,$137.3 B,$24.3 B,https://www.forbes.com/companies/china-railway-group/?list=global2000,Construction Services
199,Gilead Sciences,United States,$22.2 B,$5.5 B,$63.7 B,$80.3 B,https://www.forbes.com/companies/gilead-sciences/?list=global2000,Biotechs
200,China Railway Construction,China,$109.1 B,$2.7 B,$133.7 B,$22.8 B,https://www.forbes.com/companies/china-railway-construction/?list=global2000,Construction Services
201,L'Oréal,France,$31.8 B,$4.6 B,$44 B,$153 B,https://www.forbes.com/companies/loreal/?list=global2000,Household/Personal Care
202,Exelon,United States,$36.4 B,$2 B,$119.7 B,$47.7 B,https://www.forbes.com/companies/exelon/?list=global2000,Electric Utilities
203,Delta Air Lines,United States,$44.9 B,$4.1 B,$61.8 B,$38.1 B,https://www.forbes.com/companies/delta-air-lines/?list=global2000,Airline
204,Renault,France,$67.7 B,$3.9 B,$131.5 B,$20.9 B,https://www.forbes.com/companies/renault/?list=global2000,Auto & Truck Manufacturers
205,Charter Communications,United States,$43.6 B,$1.2 B,$149.1 B,$80.8 B,https://www.forbes.com/companies/charter-communications/?list=global2000,Broadcasting & Cable
206,Micron Technology,United States,$30 B,$13.1 B,$47.5 B,$48 B,https://www.forbes.com/companies/micron-technology/?list=global2000,Semiconductors
207,Qatar National Bank,Qatar,$16.1 B,$3.8 B,$242.3 B,$46.4 B,https://www.forbes.com/companies/qatar-national-bank/?list=global2000,Regional Banks
208,Deutsche Post,Germany,$72.6 B,$2.4 B,$60 B,$43.1 B,https://www.forbes.com/companies/deutsche-post/?list=global2000,Air Courier
209,HDFC Bank,India,$15.7 B,$2.9 B,$169.2 B,$89.9 B,https://www.forbes.com/companies/hdfc-bank/?list=global2000,Regional Banks
210,Altria Group,United States,$19.6 B,$7 B,$55.6 B,$101.8 B,https://www.forbes.com/companies/altria-group/?list=global2000,Tobacco
211,Valero Energy,United States,$117 B,$3.1 B,$50.7 B,$36.8 B,https://www.forbes.com/companies/valero-energy/?list=global2000,Oil & Gas Operations
212,Philip Morris International,United States,$29.5 B,$7.7 B,$38 B,$131.5 B,https://www.forbes.com/companies/philip-morris-international/?list=global2000,Tobacco
213,DBS,Singapore,$13.6 B,$4.1 B,$404.2 B,$51.6 B,https://www.forbes.com/companies/dbs/?list=global2000,Regional Banks
214,BlackRock,United States,$14.1 B,$4.3 B,$159.6 B,$72.3 B,https://www.forbes.com/companies/blackrock/?list=global2000,Investment Services
215,Southern Company,United States,$23.6 B,$2.2 B,$116.9 B,$54.1 B,https://www.forbes.com/companies/southern-company/?list=global2000,Electric Utilities
216,3M,United States,$32.8 B,$5.3 B,$36.5 B,$126.1 B,https://www.forbes.com/companies/3m/?list=global2000,Conglomerates
217,Schlumberger,United States,$32.8 B,$2.1 B,$70.5 B,$63.1 B,https://www.forbes.com/companies/schlumberger/?list=global2000,Oil Services & Equipment
218,Peugeot,France,$87.3 B,$3.3 B,$70.8 B,$24.9 B,https://www.forbes.com/companies/peugeot/?list=global2000,Auto & Truck Manufacturers
219,Linde,United Kingdom,$14.9 B,$4.4 B,$93.4 B,$98.3 B,https://www.forbes.com/companies/linde/?list=global2000,Diversified Chemicals
220,Oil &amp; Natural Gas,India,$49.9 B,$3.4 B,$70.6 B,$29.6 B,https://www.forbes.com/companies/oil-natural-gas/?list=global2000,Oil & Gas Operations
221,Dai-ichi Life Insurance,Japan,$59.1 B,$2.9 B,$509.4 B,$16.9 B,https://www.forbes.com/companies/dai-ichi-life-insurance/?list=global2000,Life & Health Insurance
222,Thermo Fisher Scientific,United States,$24.4 B,$2.9 B,$56.2 B,$103.9 B,https://www.forbes.com/companies/thermo-fisher-scientific/?list=global2000,Precision Healthcare Equipment
223,Aflac,United States,$22.2 B,$2.9 B,$145.6 B,$36.6 B,https://www.forbes.com/companies/aflac/?list=global2000,Life & Health Insurance
223,Allstate,United States,$39.1 B,$2.3 B,$113.4 B,$32.2 B,https://www.forbes.com/companies/allstate/?list=global2000,Diversified Insurance
225,Hyundai Motor,South Korea,$88 B,$1.4 B,$161.9 B,$31.2 B,https://www.forbes.com/companies/hyundai-motor/?list=global2000,Auto & Truck Manufacturers
226,Travelers,United States,$30.3 B,$2.5 B,$105.1 B,$36.4 B,https://www.forbes.com/companies/travelers/?list=global2000,Property & Casualty Insurance
227,ENGIE,France,$71.5 B,$1.2 B,$175.7 B,$36.2 B,https://www.forbes.com/companies/engie/?list=global2000,Electric Utilities
228,Mondelēz International,United States,$25.9 B,$2.5 B,$62.7 B,$72.4 B,https://www.forbes.com/companies/mondelez-international/?list=global2000,Food Processing
229,Suncor Energy,Canada,$29.7 B,$2.5 B,$65.6 B,$52.6 B,https://www.forbes.com/companies/suncor-energy/?list=global2000,Oil & Gas Operations
230,Hitachi,Japan,$85.8 B,$1.7 B,$88.4 B,$31.8 B,https://www.forbes.com/companies/hitachi/?list=global2000,Electronics
231,Nordea Bank,Sweden,$15 B,$3.6 B,$630.6 B,$33.9 B,https://www.forbes.com/companies/nordea-bank/?list=global2000,Major Banks
232,Aviva,United Kingdom,$37.9 B,$2 B,$533.3 B,$22 B,https://www.forbes.com/companies/aviva/?list=global2000,Life & Health Insurance
233,Target,United States,$75.4 B,$2.9 B,$41.3 B,$43 B,https://www.forbes.com/companies/target/?list=global2000,Discount Stores
234,Lowe's,United States,$71.3 B,$2.3 B,$34.6 B,$90.5 B,https://www.forbes.com/companies/lowes/?list=global2000,Home Improvement Retail
235,General Dynamics,United States,$36.2 B,$3.3 B,$45.4 B,$51.1 B,https://www.forbes.com/companies/general-dynamics/?list=global2000,Aerospace & Defense
236,Repsol,Spain,$58.8 B,$2.7 B,$69.5 B,$26 B,https://www.forbes.com/companies/repsol/?list=global2000,Oil & Gas Operations
237,AstraZeneca,United Kingdom,$23.9 B,$2.2 B,$60.7 B,$99.2 B,https://www.forbes.com/companies/astrazeneca/?list=global2000,Pharmaceuticals
238,Eli Lilly,United States,$24.6 B,$3.2 B,$43.9 B,$119.3 B,https://www.forbes.com/companies/eli-lilly/?list=global2000,Pharmaceuticals
239,Continental,Germany,$52.4 B,$3.4 B,$47.4 B,$35 B,https://www.forbes.com/companies/continental/?list=global2000,Auto & Truck Parts
240,Charles Schwab,United States,$11.5 B,$3.7 B,$282.8 B,$60.8 B,https://www.forbes.com/companies/charles-schwab/?list=global2000,Investment Services
241,National Grid,United Kingdom,$20 B,$4.4 B,$79.2 B,$36.3 B,https://www.forbes.com/companies/national-grid/?list=global2000,Electric Utilities
242,Progressive,United States,$33.9 B,$3 B,$48.9 B,$43.8 B,https://www.forbes.com/companies/progressive/?list=global2000,Property & Casualty Insurance
243,Tesco,United Kingdom,$84.3 B,$1.7 B,$65.2 B,$31.9 B,https://www.forbes.com/companies/tesco/?list=global2000,Food Retail
244,Danone,France,$29.1 B,$2.8 B,$50.5 B,$51.2 B,https://www.forbes.com/companies/danone/?list=global2000,Food Processing
245,Poly Developments &amp; Holdings Group,China,$27 B,$2.9 B,$123.3 B,$24.8 B,https://www.forbes.com/companies/poly-developments-holdings-group/?list=global2000,Real Estate
246,Volvo Group,Sweden,$44.9 B,$2.9 B,$53.5 B,$32.8 B,https://www.forbes.com/companies/volvo-group/?list=global2000,Heavy Equipment
247,HCA Healthcare,United States,$46.7 B,$3.8 B,$39.2 B,$39.6 B,https://www.forbes.com/companies/hca-healthcare/?list=global2000,Healthcare Services
248,Accenture,Ireland,$42.5 B,$4.5 B,$27.4 B,$113.9 B,https://www.forbes.com/companies/accenture/?list=global2000,Computer Services
249,Central Japan Railway,Japan,$16.8 B,$3.9 B,$83.3 B,$41.8 B,https://www.forbes.com/companies/central-japan-railway/?list=global2000,Railroads
250,East Japan Railway,Japan,$27.1 B,$2.7 B,$74 B,$34.7 B,https://www.forbes.com/companies/east-japan-railway/?list=global2000,Railroads
251,China Unicom,Hong Kong,$44.1 B,$1.6 B,$79.7 B,$37.8 B,https://www.forbes.com/companies/china-unicom/?list=global2000,Telecommunications services
252,Schneider Electric,France,$30.3 B,$2.8 B,$48.3 B,$47.6 B,https://www.forbes.com/companies/schneider-electric/?list=global2000,Electrical Equipment
253,Midea Group,China,$39.8 B,$3.1 B,$37.3 B,$52.2 B,https://www.forbes.com/companies/midea-group/?list=global2000,Household Appliances
254,KBC Group,Belgium,$15 B,$2.9 B,$324.4 B,$31.3 B,https://www.forbes.com/companies/kbc-group/?list=global2000,Regional Banks
255,McDonald's,United States,$21 B,$5.9 B,$32.8 B,$148.8 B,https://www.forbes.com/companies/mcdonalds/?list=global2000,Restaurants
256,Denso,Japan,$48.8 B,$2.4 B,$51.5 B,$34.9 B,https://www.forbes.com/companies/denso/?list=global2000,Auto & Truck Parts
257,JXTG Holdings,Japan,$101.8 B,$3.4 B,$80.9 B,$16.6 B,https://www.forbes.com/companies/jxtg-holdings/?list=global2000,Oil & Gas Operations
258,Fresenius,Germany,$39.6 B,$2.4 B,$64.8 B,$30.6 B,https://www.forbes.com/companies/fresenius/?list=global2000,Medical Equipment & Supplies
259,BB&amp;T,United States,$13.2 B,$3.2 B,$227.7 B,$37.7 B,https://www.forbes.com/companies/bbt/?list=global2000,Major Banks
260,Gree Electric Appliances,China,$28.5 B,$4.3 B,$36 B,$53.4 B,https://www.forbes.com/companies/gree-electric-appliances/?list=global2000,Household Appliances
261,Anglo American,United Kingdom,$27.6 B,$3.6 B,$52.2 B,$35.9 B,https://www.forbes.com/companies/anglo-american/?list=global2000,Diversified Metals & Mining
262,Møller-Maersk,Denmark,$39 B,$3.1 B,$56.6 B,$28.1 B,https://www.forbes.com/companies/moller-maersk/?list=global2000,Other Transportation
263,E.ON,Germany,$35.1 B,$3.8 B,$64.6 B,$24 B,https://www.forbes.com/companies/eon/?list=global2000,Electric Utilities
263,MS&amp;AD Insurance,Japan,$46.2 B,$2.1 B,$206.6 B,$18 B,https://www.forbes.com/companies/msad-insurance/?list=global2000,Property & Casualty Insurance
265,Huaxia Bank,China,$20 B,$3.1 B,$379.8 B,$20.1 B,https://www.forbes.com/companies/huaxia-bank/?list=global2000,Major Banks
266,Bristol-Myers Squibb,United States,$22.6 B,$5 B,$35 B,$74.4 B,https://www.forbes.com/companies/bristol-myers-squibb/?list=global2000,Pharmaceuticals
267,China Resources Land,Hong Kong,$18.4 B,$3.6 B,$95.5 B,$29.9 B,https://www.forbes.com/companies/china-resources-land/?list=global2000,Real Estate
268,Air Liquide,France,$24.8 B,$2.5 B,$48 B,$56.9 B,https://www.forbes.com/companies/air-liquide/?list=global2000,Specialized Chemicals
269,EDF,France,$81.4 B,$700 M,$323.7 B,$43.4 B,https://www.forbes.com/companies/edf/?list=global2000,Electric Utilities
270,Baoshan Iron &amp; Steel,China,$40 B,$3.6 B,$50.8 B,$25.6 B,https://www.forbes.com/companies/baoshan-iron-steel/?list=global2000,Iron & Steel
271,Danaher,United States,$20.1 B,$2.4 B,$47.8 B,$90.7 B,https://www.forbes.com/companies/danaher/?list=global2000,Conglomerates
271,Legal &amp; General Group,United Kingdom,$17.5 B,$2.4 B,$621.2 B,$22.6 B,https://www.forbes.com/companies/legal-general-group/?list=global2000,Life & Health Insurance
273,EXOR,Netherlands,$169.1 B,$1.6 B,$190.1 B,$15.9 B,https://www.forbes.com/companies/exor/?list=global2000,Investment Services
273,Sun Life Financial,Canada,$23.4 B,$2 B,$196 B,$24.5 B,https://www.forbes.com/companies/sun-life-financial/?list=global2000,Life & Health Insurance
275,BT Group,United Kingdom,$31.5 B,$2.7 B,$60 B,$29.6 B,https://www.forbes.com/companies/bt-group/?list=global2000,Telecommunications services
276,KB Financial Group,South Korea,$27.4 B,$2.8 B,$431.2 B,$15.9 B,https://www.forbes.com/companies/kb-financial-group/?list=global2000,Regional Banks
277,Northrop Grumman,United States,$30.1 B,$3.2 B,$37.7 B,$47.8 B,https://www.forbes.com/companies/northrop-grumman/?list=global2000,Aerospace & Defense
278,Seven &amp; I Holdings,Japan,$61.5 B,$1.8 B,$52.1 B,$30.3 B,https://www.forbes.com/companies/seven-i-holdings/?list=global2000,Food Retail
279,HP,United States,$58.7 B,$4.2 B,$32.5 B,$31.5 B,https://www.forbes.com/companies/hp/?list=global2000,Computer Hardware
280,Nike,United States,$38.7 B,$4.2 B,$22.9 B,$224.3 B,https://www.forbes.com/companies/nike/?list=global2000,Apparel/Accessories
281,Shinhan Financial Group,South Korea,$20.1 B,$2.8 B,$411.9 B,$18.7 B,https://www.forbes.com/companies/shinhan-financial-group/?list=global2000,Investment Services
282,ABB,Switzerland,$34.3 B,$2.2 B,$44.4 B,$44.5 B,https://www.forbes.com/companies/abb/?list=global2000,Conglomerates
283,Diageo,United Kingdom,$16.7 B,$3.9 B,$40.9 B,$98 B,https://www.forbes.com/companies/diageo/?list=global2000,Beverages
284,Bank of Beijing,China,$17.1 B,$3 B,$368.1 B,$20.2 B,https://www.forbes.com/companies/bank-of-beijing/?list=global2000,Major Banks
285,CNP Assurances,France,$47.6 B,$1.6 B,$450.4 B,$16.5 B,https://www.forbes.com/companies/cnp-assurances/?list=global2000,Diversified Insurance
286,Japan Tobacco,Japan,$20.1 B,$3.5 B,$49.8 B,$41.2 B,https://www.forbes.com/companies/japan-tobacco/?list=global2000,Tobacco
286,Oversea-Chinese Banking,Singapore,$11 B,$3.3 B,$343.1 B,$36.9 B,https://www.forbes.com/companies/oversea-chinese-banking/?list=global2000,Regional Banks
288,Indian Oil,India,$64.3 B,$3.4 B,$45.4 B,$21.9 B,https://www.forbes.com/companies/indian-oil/?list=global2000,Oil & Gas Operations
289,Inditex,Spain,$30.7 B,$4 B,$24.9 B,$98 B,https://www.forbes.com/companies/inditex/?list=global2000,Apparel/Footwear Retail
290,Dominion Resources,United States,$13.5 B,$2.4 B,$77.9 B,$59.9 B,https://www.forbes.com/companies/dominion-resources/?list=global2000,Electric Utilities
291,Sumitomo,Japan,$46.9 B,$2.7 B,$72.7 B,$17.9 B,https://www.forbes.com/companies/sumitomo/?list=global2000,Trading Companies
292,Occidental Petroleum,United States,$17.6 B,$4.1 B,$43.9 B,$46.2 B,https://www.forbes.com/companies/occidental-petroleum/?list=global2000,Oil & Gas Operations
293,Reckitt Benckiser Group,United Kingdom,$16.8 B,$2.9 B,$48 B,$53.5 B,https://www.forbes.com/companies/reckitt-benckiser-group/?list=global2000,Household/Personal Care
294,CRRC,China,$32.6 B,$1.7 B,$52.1 B,$37.8 B,https://www.forbes.com/companies/crrc/?list=global2000,Heavy Equipment
295,Cathay Financial,Taiwan,$28.9 B,$1.7 B,$299.9 B,$18 B,https://www.forbes.com/companies/cathay-financial/?list=global2000,Life & Health Insurance
296,Kroger,United States,$121.2 B,$3.1 B,$38.7 B,$20.6 B,https://www.forbes.com/companies/kroger/?list=global2000,Food Retail
297,Baidu,China,$15.4 B,$4.2 B,$43.3 B,$59.7 B,https://www.forbes.com/companies/baidu/?list=global2000,Computer Services
298,Panasonic,Japan,$73.8 B,$1.9 B,$57.1 B,$21.3 B,https://www.forbes.com/companies/panasonic/?list=global2000,Consumer Electronics
299,Johnson Controls International,Ireland,$29.4 B,$2.3 B,$48 B,$33.5 B,https://www.forbes.com/companies/johnson-controls-international/?list=global2000,Business & Personal Services
300,Ecopetrol,Colombia,$21.9 B,$3.9 B,$38.9 B,$39.5 B,https://www.forbes.com/companies/ecopetrol/?list=global2000,Oil & Gas Operations
301,Canon,Japan,$35.8 B,$2.3 B,$44.7 B,$30.9 B,https://www.forbes.com/companies/canon/?list=global2000,Business Products & Supplies
302,Royal Ahold Delhaize N.V.,Netherlands,$74.1 B,$2.1 B,$38.1 B,$28 B,https://www.forbes.com/companies/royal-ahold-delhaize/?list=global2000,Food Retail
303,Jardine Matheson,Hong Kong,$42.5 B,$1.7 B,$86.3 B,$20.2 B,https://www.forbes.com/companies/jardine-matheson/?list=global2000,Conglomerates
304,Raytheon,United States,$27.1 B,$2.9 B,$31.9 B,$51.1 B,https://www.forbes.com/companies/raytheon/?list=global2000,Aerospace & Defense
305,Sunac China Holdings,China,$18.9 B,$2.5 B,$104.4 B,$23.6 B,https://www.forbes.com/companies/sunac-china-holdings/?list=global2000,Construction Services
306,United Continental Holdings,United States,$41.9 B,$2.3 B,$50.6 B,$23.3 B,https://www.forbes.com/companies/united-continental-holdings/?list=global2000,Airline
307,United Overseas Bank,Singapore,$10.7 B,$3 B,$284.7 B,$32.9 B,https://www.forbes.com/companies/united-overseas-bank/?list=global2000,Regional Banks
308,Nippon Steel,Japan,$54.5 B,$2.5 B,$70.3 B,$16.2 B,https://www.forbes.com/companies/nippon-steel/?list=global2000,Iron & Steel
309,LyondellBasell Industries,United Kingdom,$39 B,$4.7 B,$28.3 B,$34 B,https://www.forbes.com/companies/lyondellbasell-industries/?list=global2000,Diversified Chemicals
310,Qualcomm,United States,$21.5 B,$2.2 B,$34.2 B,$96.7 B,https://www.forbes.com/companies/qualcomm/?list=global2000,Semiconductors
311,Safran,France,$24.8 B,$1.5 B,$46.4 B,$56.7 B,https://www.forbes.com/companies/safran/?list=global2000,Aerospace & Defense
312,Carnival,United States,$19.3 B,$3.1 B,$43.9 B,$38.9 B,https://www.forbes.com/companies/carnival/?list=global2000,Hotels & Motels
313,SK Holdings,South Korea,$92.2 B,$2 B,$107.1 B,$13.1 B,https://www.forbes.com/companies/sk-holdings/?list=global2000,Oil & Gas Operations
314,State Street,United States,$12.5 B,$2.6 B,$244.6 B,$26.5 B,https://www.forbes.com/companies/state-street/?list=global2000,Investment Services
315,Orix,Japan,$22.3 B,$2.7 B,$110.5 B,$18.3 B,https://www.forbes.com/companies/orix/?list=global2000,Consumer Financial Services
316,Celgene,United States,$15.3 B,$4 B,$35.5 B,$65.9 B,https://www.forbes.com/companies/celgene/?list=global2000,Biotechs
317,American Electric,United States,$16.2 B,$1.9 B,$71.6 B,$40.9 B,https://www.forbes.com/companies/american-electric/?list=global2000,Electric Utilities
318,PayPal,United States,$15.5 B,$2.1 B,$43.3 B,$125.8 B,https://www.forbes.com/companies/paypal/?list=global2000,Consumer Financial Services
319,EOG Resources,United States,$17.3 B,$3.4 B,$33.9 B,$60.3 B,https://www.forbes.com/companies/eog-resources/?list=global2000,Oil & Gas Operations
320,Greenland Holdings Group,China,$50.9 B,$1.7 B,$138.3 B,$14.1 B,https://www.forbes.com/companies/greenland-holdings-group/?list=global2000,Real Estate
321,LafargeHolcim,Switzerland,$28.1 B,$1.5 B,$60.6 B,$31.3 B,https://www.forbes.com/companies/holcim/?list=global2000,Construction Materials
322,Henkel,Germany,$23.5 B,$2.7 B,$34.3 B,$43.1 B,https://www.forbes.com/companies/henkel/?list=global2000,Household/Personal Care
323,Posco,South Korea,$59 B,$1.5 B,$70.1 B,$19 B,https://www.forbes.com/companies/posco/?list=global2000,Iron & Steel
324,Natixis,France,$17.5 B,$1.7 B,$566.4 B,$18.6 B,https://www.forbes.com/companies/natixis/?list=global2000,Major Banks
325,Mitsubishi Electric,Japan,$41.5 B,$2.2 B,$37.8 B,$29.1 B,https://www.forbes.com/companies/mitsubishi-electric/?list=global2000,Electrical Equipment
326,Bridgestone,Japan,$33.1 B,$2.6 B,$35.2 B,$29.8 B,https://www.forbes.com/companies/bridgestone/?list=global2000,Auto & Truck Parts
327,Archer Daniels Midland,United States,$64.3 B,$1.8 B,$40.8 B,$23.9 B,https://www.forbes.com/companies/archer-daniels-midland/?list=global2000,Food Processing
328,Sun Hung Kai Properties,Hong Kong,$8.8 B,$4.8 B,$92.7 B,$49.3 B,https://www.forbes.com/companies/sun-hung-kai-properties/?list=global2000,Real Estate
329,Toshiba,Japan,$34.4 B,$7.8 B,$39.4 B,$17.3 B,https://www.forbes.com/companies/toshiba/?list=global2000,Electronics
330,Surgutneftegas,Russia,$22.6 B,$8.4 B,$74.1 B,$14 B,https://www.forbes.com/companies/surgutneftegas/?list=global2000,Oil & Gas Operations
331,Poste Italiane,Italy,$35.1 B,$1.7 B,$238.8 B,$14 B,https://www.forbes.com/companies/poste-italiane/?list=global2000,Life & Health Insurance
332,HDFC,India,$10.7 B,$2.5 B,$86.3 B,$49.7 B,https://www.forbes.com/companies/hdfc/?list=global2000,Consumer Financial Services
333,First Abu Dhabi Bank,United Arab Emirates,$8.1 B,$3.1 B,$202.6 B,$47.8 B,https://www.forbes.com/companies/first-abu-dhabi-bank/?list=global2000,Regional Banks
334,Mastercard,United States,$15 B,$5.9 B,$24.9 B,$247.1 B,https://www.forbes.com/companies/mastercard/?list=global2000,Consumer Financial Services
335,Kinder Morgan,United States,$14.2 B,$1.6 B,$76.3 B,$43.9 B,https://www.forbes.com/companies/kinder-morgan/?list=global2000,Oil Services & Equipment
336,New China Life Insurance,China,$23.4 B,$1.2 B,$106.5 B,$25.6 B,https://www.forbes.com/companies/new-china-life-insurance/?list=global2000,Life & Health Insurance
337,DNB,Norway,$9.2 B,$2.9 B,$304.3 B,$31.6 B,https://www.forbes.com/companies/dnb/?list=global2000,Major Banks
338,SunTrust Banks,United States,$10.4 B,$2.8 B,$215.5 B,$28.1 B,https://www.forbes.com/companies/suntrust-banks/?list=global2000,Regional Banks
339,Danske Bank,Denmark,$15.4 B,$2.2 B,$548.2 B,$16.6 B,https://www.forbes.com/companies/danske-bank/?list=global2000,Major Banks
339,Discover Financial Services,United States,$12.8 B,$2.7 B,$110 B,$25.2 B,https://www.forbes.com/companies/discover-financial-services/?list=global2000,Consumer Financial Services
341,BCE,Canada,$18.1 B,$2.3 B,$41.8 B,$40.9 B,https://www.forbes.com/companies/bce/?list=global2000,Telecommunications services
342,Canadian Natural Resources,Canada,$16.2 B,$2 B,$53.9 B,$37.6 B,https://www.forbes.com/companies/canadian-natural-resources/?list=global2000,Oil & Gas Operations
343,CaixaBank,Spain,$12.4 B,$2.3 B,$442 B,$19.9 B,https://www.forbes.com/companies/caixabank/?list=global2000,Regional Banks
344,CSX,United States,$12.4 B,$3.4 B,$38.2 B,$63.9 B,https://www.forbes.com/companies/csx/?list=global2000,Railroads
345,Longfor Group Holdings,China,$17.3 B,$2.4 B,$73.8 B,$21.3 B,https://www.forbes.com/companies/longfor-group-holdings/?list=global2000,Real Estate
346,TransCanada,Canada,$10.3 B,$2.9 B,$72.4 B,$43.2 B,https://www.forbes.com/companies/transcanada/?list=global2000,Oil Services & Equipment
347,Bank Of Shanghai,China,$11.8 B,$2.3 B,$284.6 B,$20.7 B,https://www.forbes.com/companies/bank-of-shanghai/?list=global2000,Regional Banks
348,Macquarie Group,Australia,$11.3 B,$1.9 B,$148.8 B,$30.8 B,https://www.forbes.com/companies/macquarie-group/?list=global2000,Investment Services
349,Fubon Financial,Taiwan,$21.9 B,$1.6 B,$250.6 B,$14.9 B,https://www.forbes.com/companies/fubon-financial/?list=global2000,Investment Services
350,Marubeni,Japan,$67.8 B,$2.4 B,$63.8 B,$12.3 B,https://www.forbes.com/companies/marubeni/?list=global2000,Trading Companies
351,Starbucks,United States,$25.3 B,$3 B,$20 B,$94.6 B,https://www.forbes.com/companies/starbucks/?list=global2000,Restaurants
352,Fannie Mae,United States,$119.1 B,$16 B,$3,418.3 B,$3.1 B,https://www.forbes.com/companies/fannie-mae/?list=global2000,Investment Services
353,Samsung Life Insurance,South Korea,$26.9 B,$1.5 B,$259.3 B,$13.4 B,https://www.forbes.com/companies/samsung-life-insurance/?list=global2000,Life & Health Insurance
354,Tyson Foods,United States,$40 B,$1.9 B,$32.3 B,$26.3 B,https://www.forbes.com/companies/tyson-foods/?list=global2000,Food Processing
355,Becton Dickinson,United States,$17.1 B,$1 B,$52.9 B,$61.3 B,https://www.forbes.com/companies/becton-dickinson/?list=global2000,Medical Equipment & Supplies
356,Automatic Data Processing,United States,$13.8 B,$1.8 B,$38.8 B,$70.8 B,https://www.forbes.com/companies/automatic-data-processing/?list=global2000,Business & Personal Services
357,Humana,United States,$56.9 B,$1.7 B,$25.7 B,$32.6 B,https://www.forbes.com/companies/humana/?list=global2000,Managed Health Care
357,Standard Chartered,United Kingdom,$24 B,$635 M,$688.8 B,$28.9 B,https://www.forbes.com/companies/standard-chartered/?list=global2000,Major Banks
359,Imperial Brands,United Kingdom,$20.7 B,$1.8 B,$40.2 B,$31 B,https://www.forbes.com/companies/imperial-brands/?list=global2000,Tobacco
360,Richemont,Switzerland,$14.5 B,$3 B,$33.4 B,$42.4 B,https://www.forbes.com/companies/richemont/?list=global2000,Specialty Stores
361,Eaton,Ireland,$21.6 B,$2.1 B,$31.1 B,$36.1 B,https://www.forbes.com/companies/eaton/?list=global2000,Other Industrial Equipment
362,Kering,France,$16.1 B,$3 B,$24.4 B,$72.5 B,https://www.forbes.com/companies/kering/?list=global2000,Apparel/Accessories
363,Bank Rakyat Indonesia (BRI),Indonesia,$9.4 B,$2.3 B,$90.2 B,$38.8 B,https://www.forbes.com/companies/bank-rakyat-indonesia/?list=global2000,Regional Banks
364,Couche Tard,Canada,$59.7 B,$2 B,$22.2 B,$33.7 B,https://www.forbes.com/companies/couche-tard/?list=global2000,Food Retail
364,Saudi Telecom,Saudi Arabia,$13.9 B,$2.9 B,$29.9 B,$59.7 B,https://www.forbes.com/companies/saudi-telecom/?list=global2000,Telecommunications services
366,Stryker,United States,$13.6 B,$3.6 B,$27.2 B,$67.3 B,https://www.forbes.com/companies/stryker/?list=global2000,Medical Equipment & Supplies
367,Freddie Mac,United States,$70.7 B,$9.2 B,$2,063.1 B,$1.7 B,https://www.forbes.com/companies/freddie-mac/?list=global2000,Investment Services
368,Daiwa House Industry,Japan,$36.7 B,$2.2 B,$39 B,$17.8 B,https://www.forbes.com/companies/daiwa-house-industry/?list=global2000,Construction Services
368,Heineken,Netherlands,$26.5 B,$1.1 B,$49.8 B,$28.3 B,https://www.forbes.com/companies/heineken/?list=global2000,Beverages
